Date,Video,Video title,Video publish time,Views
2020-12-17,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",4
2020-12-18,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",3
2020-12-19,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",1
2020-12-20,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",1
2020-12-21,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",3
2020-12-22,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",4
2020-12-23,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",0
2020-12-24,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",0
2020-12-25,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",0
2020-12-26,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",0
2020-12-27,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",1
2020-12-28,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",5
2020-12-29,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",2
2020-12-30,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",0
2020-12-31,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",0
2021-01-01,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",0
2021-01-02,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",1
2021-01-03,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",0
2021-01-04,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",4
2021-01-05,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",4
2021-01-06,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",2
2021-01-07,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",2
2021-01-08,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",1
2021-01-09,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",0
2021-01-10,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",5
2021-01-11,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",2
2021-01-12,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",5
2021-01-13,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",1
2021-01-14,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",2
2021-01-15,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",8
2021-01-16,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",1
2021-01-17,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",2
2021-01-18,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",3
2021-01-19,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",6
2021-01-20,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",1
2021-01-21,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",2
2021-01-22,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",0
2021-01-23,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",2
2021-01-24,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",1
2021-01-25,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",1
2021-01-26,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",1
2021-01-27,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",3
2021-01-28,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",2
2021-01-29,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",1
2021-01-30,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",2
2021-01-31,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",3
2021-02-01,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",2
2021-02-02,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",4
2021-02-03,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",10
2021-02-04,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",9
2021-02-05,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",3
2021-02-06,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",0
2021-02-07,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",3
2021-02-08,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",2
2021-02-09,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",3
2021-02-10,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",6
2021-02-11,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",2
2021-02-12,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",7
2021-02-13,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",3
2021-02-14,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",2
2021-02-15,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",5
2021-02-16,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",6
2021-02-17,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",2
2021-02-18,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",3
2021-02-19,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",4
2021-02-20,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",2
2021-02-21,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",6
2021-02-22,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",9
2021-02-23,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",5
2021-02-24,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",5
2021-02-25,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",2
2021-02-26,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",5
2021-02-27,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",1
2021-02-28,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",1
2021-03-01,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",3
2021-03-02,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",2
2021-03-03,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",3
2021-03-04,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",3
2021-03-05,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",6
2021-03-06,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",1
2021-03-07,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",2
2021-03-08,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",3
2021-03-09,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",7
2021-03-10,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",1
2021-03-11,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",3
2021-03-12,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",3
2021-03-13,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",0
2021-03-14,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",1
2021-03-15,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",5
2021-03-16,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",7
2021-03-17,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",10
2021-03-18,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",5
2021-03-19,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",7
2021-03-20,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",4
2021-03-21,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",1
2021-03-22,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",5
2021-03-23,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",3
2021-03-24,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",1
2021-03-25,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",8
2021-03-26,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",3
2021-03-27,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",0
2021-03-28,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",2
2021-03-29,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",3
2021-03-30,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",2
2021-03-31,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",3
2021-04-01,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",3
2021-04-02,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",2
2021-04-03,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",0
2021-04-04,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",0
2021-04-05,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",4
2021-04-06,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",1
2021-04-07,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",4
2021-04-08,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",3
2021-04-09,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",3
2021-04-10,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",1
2021-04-11,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",3
2021-04-12,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",6
2021-04-13,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",0
2021-04-14,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",4
2021-04-15,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",2
2021-04-16,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",1
2021-04-17,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",0
2021-04-18,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",3
2021-04-19,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",6
2021-04-20,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",2
2021-04-21,1v4UzjE7K2g,Topic: Functional Annotation Lesson 6 - KEGG,"May 23, 2020",3
2020-04-05,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-04-06,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-04-07,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-04-08,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-04-09,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-04-10,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-04-11,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-04-12,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-04-13,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-04-14,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-04-15,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-04-16,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-04-17,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-04-18,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-04-19,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-04-20,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-04-21,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-04-22,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-04-23,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-04-24,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-04-25,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-04-26,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-04-27,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-04-28,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-04-29,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-04-30,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-05-01,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-05-02,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-05-03,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-05-04,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-05-05,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-05-06,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-05-07,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-05-08,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-05-09,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-05-10,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-05-11,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-05-12,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-05-13,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-05-14,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-05-15,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-05-16,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-05-17,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-05-18,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-05-19,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-05-20,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-05-21,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-05-22,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-05-23,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-05-24,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-05-25,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",3
2020-05-26,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",9
2020-05-27,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",6
2020-05-28,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",1
2020-05-29,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",3
2020-05-30,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-05-31,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",2
2020-06-01,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",4
2020-06-02,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",1
2020-06-03,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",5
2020-06-04,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",7
2020-06-05,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",2
2020-06-06,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",4
2020-06-07,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",2
2020-06-08,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",4
2020-06-09,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",3
2020-06-10,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",10
2020-06-11,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",2
2020-06-12,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",5
2020-06-13,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",3
2020-06-14,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",3
2020-06-15,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",1
2020-06-16,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",8
2020-06-17,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",1
2020-06-18,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",5
2020-06-19,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",3
2020-06-20,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",1
2020-06-21,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",2
2020-06-22,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",1
2020-06-23,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",5
2020-06-24,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",2
2020-06-25,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",3
2020-06-26,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",1
2020-06-27,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",4
2020-06-28,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",5
2020-06-29,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-06-30,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",2
2020-07-01,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",2
2020-07-02,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",2
2020-07-03,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",2
2020-07-04,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",2
2020-07-05,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",2
2020-07-06,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",2
2020-07-07,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-07-08,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",2
2020-07-09,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",3
2020-07-10,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",7
2020-07-11,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",1
2020-07-12,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",8
2020-07-13,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",11
2020-07-14,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",6
2020-07-15,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",3
2020-07-16,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",1
2020-07-17,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",1
2020-07-18,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",1
2020-07-19,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-07-20,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-07-21,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",3
2020-07-22,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",1
2020-07-23,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",1
2020-07-24,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-07-25,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-07-26,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
2020-07-27,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",3
2020-07-28,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",2
2020-07-29,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",4
2020-07-30,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",2
2020-07-31,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",1
2020-08-01,2kvdLbbKcJc,Topic: Amplicons - Lesson3a Running DADA2 within QIIME2,"May 25, 2020",0
